Nome,Sobrenome,Altura,Peso,Data Nascimento
Dávid,HEGEDUS,182,76,1985-06-06
Ailton,JUNIOR,182,78,1987-07-23
Nemanja,NIKOLIĆ,180,77,1987-12-31
Steven,SAUNDERS,189,67,1991-03-30
János,SZABÓ,182,73,1989-07-11
István,NAGY,176,66,1986-05-16
Roland,BOHNER,170,68,1989-07-06
Géza,FAZEKAS,174,,1990-01-18
Attila,FRITZ,166,,1986-07-17
Milan,PASTVA,170,68,1980-07-01
Adrián,HORVÁTH,183,73,1987-11-20
Patrik,HIDI,186,78,1990-11-27
Joshua,KING,180,74,1992-01-15
Lukas,SCHMITZ,184,80,1988-10-13
Damien,LE TALLEC,184,73,1990-10-14
Dmitri,GRACHEV,187,81,1983-10-06
Liam,COOPER,180,73,1991-08-30
Gianluca,NIJHOLT,183,75,1990-02-14
Gyula,ILLÉS,,,1982-11-09
Tamás,SZALAI,184,80,1980-01-10
Despot,VISKOVIC,183,73,1980-03-03
Róbert,NAGY,177,67,1987-11-26
Ignác,IRHAS,169,66,1985-03-18
Máté,SKRIBA,172,67,1992-03-13
Ferenc,RÁCZ,178,68,1991-03-28
Bence,ISZLAI,185,82,1990-05-29
Dacian,VARGA,178,65,1984-10-15
Catalin,STRATON,190,78,1989-10-09
Alexandru,IONIŢĂ,185,80,1989-08-05
Torres,MANU,186,77,1989-08-14
Eneko,BÓVEDA,181,78,1988-12-14
Jorge,GALÁN,173,72,1989-01-22
Javi,MÁRQUEZ,174,71,1986-05-11
Antoine,GRIEZMANN,176,67,1991-03-21
Hugo,MALLO,173,69,1991-06-22
Marcos,GULLÓN,187,80,1989-02-20
Simon,FERRY,172,69,1988-01-11
Gol-Gol,MEBRAHTU,182,73,1990-08-28
Andrés,ANDRADE,183,82,1989-02-23
José,SALAMANCA,179,83,1979-10-24
Amjad,KALAF,175,70,1991-01-01
Riccardo,BOCALON,190,89,1989-03-03
Ioan,MERA,193,82,1987-01-05
Marian,CHIŢU,169,61,1986-08-19
Adrian,POPARADU,171,67,1987-10-13
Ionuț,COSTACHE,181,73,1983-12-19
Bogdan,STRATON,188,82,1983-03-23
George,BÂRLĂDEANU,180,70,1988-02-19
Ibraima,BALDÉ,182,75,1986-01-15
Karel,KRATOCHVIL,,,1982-06-08
Alexandru,MUNTEAN,171,76,1987-10-31
Ander,LAFUENTE,167,63,1983-02-18
Kiko,OLIVAS,189,83,1988-08-21
Peter,PAWLETT,178,68,1991-02-03
Jazz,RICHARDS,185,78,1991-04-12
Sushil Kumar,SINGH,180,72,1989-04-01
Marius,ŞTEFOI,180,74,1990-04-23
Alfonso Roberto,DELGADO,185,80,1986-05-07
John,IBEH,187,82,1986-04-16
Njegoš,GOLOČEVAC,173,70,1983-08-21
Liviu,ANTAL,180,70,1989-06-02
Gjorgji,MOJSOV,188,84,1985-06-10
Ionuţ,NEAGU,176,64,1989-10-26
Jean,N&#39;KONGUE,184,80,1983-03-07
Franck,TABANOU,178,70,1989-01-30
Lukasz,BURLIGA,184,78,1988-05-10
Fernando,URIBE,181,77,1988-01-01
David,DE GEA,192,84,1990-11-07
Juraj,BALAZ,192,85,1980-06-12
Szymon,SAWALA,186,82,1982-09-25
Piotr,KIERUZEL,,,1988-11-12
Tomasz,MIKOLAJCZAK,,,1987-12-11
Michal,FIDZIUKIEWICZ,186,77,1991-02-08
Michal,MICHALEK,176,72,1989-09-13
Piotr,GAWECKI,180,67,1989-05-24
Jakub,SZMATULA,187,79,1981-03-20
Tomasz,PODGÓRSKI,170,64,1985-12-30
Daniel,CHYLASZEK,,,1982-09-25
Jakub,SMEKTALA,185,79,1987-08-26
Sebastian,OLSZAR,182,74,1981-12-16
Daniel,KOKOSINSKI,,,1985-12-25
Marcelo,SARVAS,178,73,1981-10-16
Milan,NIKOLIĆ,187,79,1987-06-21
Lukasz,DERBICH,187,84,1983-10-23
Konrad,CEBULA,,,1983-03-22
Dawid,DYNAREK,181,70,1989-03-09
Bright,ADDAE,185,80,1992-12-19
Adam,MÓJTA,178,70,1986-06-30
Rodrigo,MOLEDO,188,84,1987-10-27
Maciej,SZMATIUK,185,79,1980-05-09
Romain,HAMOUMA,177,74,1987-03-29
David,HABARUGIRA,173,72,1988-08-16
Kerry,MORGAN,165,,1988-10-31
Mehdi,KERROUCHE,178,68,1985-10-11
Héctor,YUSTE,190,83,1988-01-12
Mats,RITS,180,70,1993-07-18
Luc,CASTAIGNOS,187,79,1992-09-27
Eugen,GOPKO,168,65,1991-01-05
Atanas,ZEHIROV,180,70,1989-02-13
Blagoy,PASKOV,189,79,1991-03-02
Georgi,TERZIEV,184,79,1992-04-18
Ventsislav,BONEV,181,75,1980-05-08
Julian,LEVASHKI,187,74,1981-03-02
Zvonimir,STANKOVIĆ,180,78,1983-11-22
Bryan,ALDAVE,186,85,1983-09-29
Jáiber,CARDONA,186,85,1990-01-19
Abdoul,CAMARA,178,71,1990-02-20
Aleksandar,TSVETKOV,181,75,1990-08-31
Diego,FERRARESSO,170,65,1992-05-21
Doka,MADUREIRA,178,72,1984-02-11
Adriano,MIRANDA,165,65,1989-06-22
Raïs,M'BOLHI,188,80,1986-04-25
Galin,BOGDANOV,175,72,1990-02-23
Radoslav,DIMITROV,175,72,1988-08-12
Andon,GUSHTEROV,181,73,1990-02-16
Dzhyuneyt,YASHAR,170,68,1985-12-30
Nikolay,VALEV,,,1980-04-24
Zé Carlos,JUNINHO,175,65,1985-07-18
Daniel,ZLATKOV,189,82,1989-03-06
Vasil,BOZHIKOV,185,80,1988-06-02
Adrian,OLEGOV,179,70,1985-05-01
Plamen,KRUMOV,180,76,1985-11-04
Atanas,CHEPILOV,178,78,1987-02-06
Miroslav,ANTONOV,190,83,1986-03-10
Veselin,GANEV,186,83,1987-09-15
Blagoy,MAKENDZHIEV,184,76,1988-07-11
Stefan,STANCHEV,178,68,1989-04-26
Radoslav,MITREVSKI,184,70,1981-04-22
Deyan,MOLDOVANOV,180,71,1985-04-02
Boris,GALCHEV,173,70,1983-10-31
Hristo,IVANOV,177,72,1982-04-06
Martin,DECHEV,179,69,1990-04-12
Aristeidis,LOTTAS,,,1988-09-16
Michael,TAWIAH,178,68,1990-12-01
Lyubomir,TODOROV,180,73,1988-10-04
Dimitar,PETKOV,185,73,1987-08-24
Strahil,POPOV,186,76,1990-08-31
Ivan,GEORGIEV,184,82,1985-05-20
Petar,DENCHEV,189,78,1989-03-16
Filip,FILIPOV,177,66,1988-08-02
Marko,MARKOV,174,69,1981-09-11
Deyan,HRISTOV,188,80,1983-02-28
Evgeni,IGNATOV,173,69,1988-07-04
Krasen,TRIFONOV,,,1983-12-05
Rafael,SCIANI,183,78,1987-10-24
Dejan,KOMLJENOVIC,,,1984-05-24
Georgi,DANOV,182,74,1990-10-17
Veselin,MARCHEV,177,71,1990-02-07
Daniel,TONINO,,,1981-07-17
Mamadou,BAGAYOKO,175,67,1989-12-31
Bavon,TSHIBUABUA,178,71,1991-07-17
Josip,KVESIĆ,189,82,1990-09-21
Juraj,CHUPÁC,195,82,1988-03-17
Adam,ZILÁK,184,82,1991-12-07
Nemanja,ZLATKOVIĆ,179,75,1988-08-21
Eldar,HASANOVIĆ,186,78,1990-01-12
Pavol,POLIACEK,175,66,1988-02-04
Frantisek,KORISTEK,179,69,1989-10-28
Michal,SKVARKA,173,66,1992-08-16
Jaroslav,GRAMBLICKA,193,84,1985-02-19
Gabriel,SNITKA,181,74,1985-08-14
Matus,TURNA,180,78,1986-05-11
Sasa,SAVIC,178,70,1984-02-05
Jakub,POVAŽANEC,181,73,1991-01-31
Róbert,PICH,173,66,1988-11-12
Martin,CHUDÝ,186,88,1989-04-23
Lukáš,ŠTETINA,185,85,1991-07-28
Igor,KOTORA,176,70,1989-07-13
Adam,BRATSKY,181,65,1990-03-30
Matús,MIKUS,180,78,1991-07-08
Marek,KOSUT,192,87,1988-09-26
Arnold,SIMONEK,191,89,1990-09-19
Andrej,FISAN,187,84,1985-01-08
Tomás,MRVA,177,75,1989-04-06
Roman,TAREK,182,83,1987-04-14
Roman,MIHÁLIK,186,84,1988-01-22
Lukás,BAJAN,176,70,1981-10-22
Petr,FALDYNA,186,82,1976-07-11
Victor,SAMB,181,80,1985-11-12
Santos,SANTI,182,77,1984-03-01
Martin,ZELEZNÍK,182,70,1989-11-09
Michel,CURY,185,82,1981-07-24
Lubomir,GOGOLÁK,,,1990-02-24
Koro,KONÉ,178,,1989-07-05
Michal,KRAJNÍK,,,1988-05-04
Martin,PRIBULA,168,62,1985-11-29
Pavol,CICMAN,175,68,1985-01-30
Jozef,CERTIK,178,72,1985-04-29
Mariano,BERNARDO,,,1988-11-07
Zsolt,NEMETH,176,74,1991-02-01
Samuel,FÜZIK,180,75,1985-03-02
David,HELÍSEK,170,70,1982-09-04
Guillaume,N'KENDO,182,78,1986-06-06
Zoltán,BOGNAR,,,1988-02-09
Pierre,ATEME ELANGA,,,1986-09-25
Odafe Onyeka,OKOLIE,179,70,1985-06-06
Mamuka,LOMIDZE,182,,1984-06-16
Ivan,KOTORA,178,67,1991-06-27
Juraj,KUHAJDIK,,,1984-08-20
Anton,SLOBODA,176,71,1987-07-10
Andrej,LOVÁS,181,72,1991-05-28
Tomas,JENCO,,,1988-09-29
Peter,SEDIVY,,,1983-01-05
Marek,MORAVCIK,,,1989-10-27
Martin,STASKO,,,1983-08-21
Erik,CIKOS,180,77,1988-07-01
Peter,FIEBER,175,72,1989-12-10
Filip,KISS,186,82,1990-10-13
Patrik,JOHANCSIK,,,1990-05-09
Matej,KLENOVSKY,,,1991-05-16
Vojtech,HORVATH,181,66,1984-06-28
Andrej,BURZA,,,1979-11-02
Tomás,MAJTÁN,183,75,1987-03-30
Miroslav,DUGA,182,78,1989-01-29
Juraj,MASARIK,,,1990-01-03
Lubomir,ULRICH,182,,1989-02-01
Nikola,SCHRENG,,,1980-10-30
Mikulás,TÓTH,178,70,1988-03-15
Kamil,KARAS,179,66,1991-03-01
Uros,MATIĆ,184,73,1990-05-23
Juraj,HOVANCIK,188,80,1990-11-22
Ludek,FRYDRYCH,,,1987-01-03
Anas,MUBARAK,179,75,1984-08-22
Jamie,GRIMES,188,79,1990-12-22
Jonathan,DOS SANTOS,180,74,1990-04-26
David,ALABA,180,75,1992-06-24
Carlos,TOMÁS,186,83,1988-05-18
Luis,HERNÁNDEZ,182,76,1989-04-14
Yaroslav,RAKITSKIY,184,78,1989-08-03
Danny,BATTH,191,90,1990-09-21
Radim,BREITE,172,72,1989-08-10
Osama,ELSAMNI,178,83,1988-09-29
Ján,GREGUS,189,77,1991-01-29
Daniel,BARTL,181,74,1989-07-05
Hung-Sang,LEE,173,61,1985-05-05
Dominik,KRAUT,183,77,1990-01-15
Miloslav,STRNAD,,,1981-12-03
Carlos,LÓPEZ,183,83,1980-03-19
Joan,ORIOL,175,69,1986-11-05
Marvin,CHÁVEZ,165,65,1983-11-03
Martin,DOLEZAL,190,85,1980-12-18
Matijas,PEJIC,184,76,1988-03-18
Léo,COSTA,181,73,1986-03-03
Martin,SUS,184,68,1990-03-15
Róbert,SZEGEDI,178,64,1985-05-26
Inacio,DALMO,190,82,1984-02-18
Thamil,ARASU,176,72,1991-07-04
Marcos,ALONSO,188,81,1990-12-28
Cabrera,AIRAM,180,80,1987-10-21
Márquez,CRISTÓBAL,180,76,1984-04-21
Jake,HYDE,185,84,1990-07-01
Libor,TAFAT,,,1986-12-12
Stepán,KOLAR,,,1979-06-19
Claude,VIDEGLA,180,80,1990-05-14
Francisco,DOS SANTOS,,,1987-07-24
Tomás,FABIÁN,184,79,1989-09-10
Renato,KELIĆ,192,84,1991-03-31
Radek,DEJMEK,188,82,1988-02-02
Josip,ĆORIĆ,183,78,1988-11-09
Jaroslav,DIVIS,180,68,1988-07-29
Peter,MRAZ,,,1985-05-04
Tomas,MASANSKY,180,80,1988-11-18
Martin,CSEH,184,79,1988-08-22
Michal,DIAN,178,68,1981-11-30
Jiri,HAVRÁNEK,186,82,1987-01-09
Maicón,SANTOS,188,84,1984-04-18
Pavel,DREKSA,185,84,1989-09-17
Tomas,NUC,,,1989-03-09
Jan,NAVRÁTIL,170,64,1990-04-13
Jorge,CAIHAME,186,75,1987-02-11
Pavel,SULTÉS,180,77,1985-09-15
Valeriu,ANDRONIC,176,78,1982-12-21
David,WITTEVEEN,190,95,1985-05-05
Stefan,ILSANKER,189,86,1989-05-18
Zaquan Adha,ABDUL RAZAK,,,1987-08-03
Heinz,LINDNER,187,80,1990-07-17
Manuel,WALLNER,183,73,1988-10-25
Sergei,KHIZHNICHENKO,186,74,1991-07-17
Raúl,BAENA,179,73,1989-03-02
Esquiroz,RÚPER,180,76,1987-06-04
Martin,EHRENREICH,179,70,1983-05-10
Marvin,WEINBERGER,176,75,1989-04-04
Martin,GRASEGGER,180,73,1989-01-10
Philipp,HUSPEK,172,64,1991-02-05
Jonathan,CARRIL,188,73,1984-02-28
Christoph,KOBLEDER,186,81,1990-03-03
Paul,BICHELHUBER,179,73,1987-02-22
Petar,ŠKULETIĆ,193,87,1990-06-29
Iago,ASPAS,176,67,1987-08-01
Taner,ARI,181,70,1987-05-29
Christian,RAMSEBNER,191,83,1989-03-26
Michael,STANISLAW,178,,1987-06-05
Tomáš,SIMKOVIC,175,69,1987-04-16
Guido,BURGSTALLER,187,76,1989-04-29
Mirnel,SADOVIC,175,,1984-05-25
Mensur,KURTISI,183,78,1986-03-25
Diego,VIANA,182,80,1983-05-05
Stefan,HIERLÄNDER,180,70,1991-02-03
Mario,KRÖPFL,182,82,1989-12-21
Markus,PINK,188,86,1991-02-24
Lukáš,HRÁDECKÝ,187,75,1989-11-24
Kian,HANSEN,185,75,1989-03-03
Thomas,DELANEY,182,73,1991-09-03
Álvaro,CEJUDO,177,72,1984-01-29
Jesper,RASK,196,89,1988-07-18
Anders,NIELSEN,182,77,1986-09-28
Sanel,KAPIDZIC,183,76,1990-04-14
Dany,NOUNKEU,184,85,1986-04-11
Thomas,NORGAARD,185,73,1987-01-07
Martin,ORNSKOV,184,75,1985-10-10
Martin,SVENSSON,178,73,1989-08-10
Maxime,GONALONS,187,76,1989-03-10
Daniel,CHRISTENSEN,172,69,1988-09-19
Marcus,TRACY,185,75,1986-10-02
Henrik,DALSGAARD,192,81,1989-07-27
Sedin,ALIC,,,1989-05-31
Mads,JESSEN,183,77,1989-10-14
Anders,HOSTRUP,173,63,1990-04-13
Soren,FREDERIKSEN,186,76,1989-08-07
Thomas,VILLADSEN,184,83,1984-09-04
Mads,ALBAEK,183,75,1990-01-14
Izu,UZOCHUKWU,171,70,1990-04-11
Mads,FENGER,185,84,1990-09-10
Nacer,CHADLI,187,80,1989-08-02
Filippo,PETTERINI,183,83,1980-11-14
Shane,LOWRY,190,86,1989-06-12
Ronaldo,ALVES,187,89,1989-07-09
Martin,MCNIFF,185,76,1991-08-23
Stefan,CICMIL,190,80,1990-08-16
Milan,DJURISIC,186,,1987-04-11
Mark,VAN DER MAAREL,177,73,1989-08-12
Erixon,DANSO,176,75,1989-07-22
Gaby,JALLO,178,71,1989-01-01
Enric,VALLÈS,189,82,1990-03-01
Lorenzo,PIQUE,180,78,1990-09-17
Raily,IGNACIO,180,88,1987-06-04
Charlton,VICENTO,181,75,1991-01-19
Eloy,ROOM,188,81,1989-02-06
Wiljan,PLUIM,190,85,1989-01-04
Nick,VIERGEVER,182,72,1989-08-03
Lerin,DUARTE,168,65,1990-08-11
Ruud,BOYMANS,188,88,1989-04-29
Soufiane,DADDA,171,61,1990-06-18
Jeffrey,RIJSDIJK,176,74,1987-09-12
Danny,GALBRAITH,175,77,1991-12-21
James,HANSON,193,78,1987-11-09
Acosta,POLLO,176,77,1983-05-02
Lucas,CASTRO,180,80,1989-04-09
Maximiliano,CORONEL,180,81,1989-04-28
Uriel,ÁLVAREZ,167,77,1990-05-01
Ismael,QUÍLEZ,173,69,1988-10-02
Mijuško,BOJOVIC,191,85,1988-08-09
Blažo,IGUMANOVIĆ,182,74,1986-01-19
Tyson,CAIADO,,,1986-06-11
Bas,VAN LOON,,,1990-01-21
Jasper,WAALKENS,179,65,1989-02-13
Junior,LIVRAMENTO,182,63,1987-12-12
Marlon,PEREIRA,178,70,1987-03-26
Sidney,SCHMELTZ,178,72,1989-06-08
Toni,VARELA,171,69,1986-06-13
Derk,BOERRIGTER,183,70,1986-10-16
Roald,VAN HOUT,180,63,1988-04-23
David,DROCCO,166,67,1989-01-20
Róger,TORRES,165,63,1991-07-13
Gladson,AWAKO,165,60,1990-12-31
Mate,DUGANDZIC,174,68,1989-10-22
Davide,LEIKAUF,,,1990-02-18
Ken,ASAEDA,171,64,1983-07-27
Mahmoud,NAJDI,175,75,1989-01-01
Romas,DRESSLER,189,90,1987-10-16
Taygun,KURU,179,75,1990-01-08
Philipp,ZEIGER,194,84,1990-06-28
Jonas,STRIFLER,174,70,1990-01-30
Sepp,KUNZE,,,1988-12-04
Tony,SCHMIDT,174,65,1988-07-20
Robert,KOCH,182,78,1986-02-26
Ivan,BELYAEV,189,82,1986-05-26
Vladan,ADŽIĆ,193,85,1987-06-05
Gonzalo,CASTILLEJOS,188,87,1986-03-05
Craig,EASTMOND,182,74,1990-12-09
Patrick,MAYER,179,74,1988-03-28
Andreas,SPONSEL,193,82,1986-03-03
Julien,HÜMBERT,187,79,1984-06-23
Thomas,STRÖHL,183,83,1988-10-10
Carsten,KAMMLOTT,180,75,1990-02-28
Martin,DWARS,,,1987-12-17
Benjamin,FUSS,178,75,1990-06-28
Soufian,BENYAMINA,189,76,1990-03-02
Stefan,KOLB,185,72,1991-01-22
Erik,DOMASCHKE,188,83,1985-11-11
Marc,BIRKENBACH,184,85,1987-02-12
Kai,GEHRING,193,82,1988-02-12
Tunay,ACAR,175,69,1989-04-30
Lukas,BILLICK,190,83,1988-02-09
Christian,KUNERT,178,74,1986-08-04
Aykut,ÖZTÜRK,182,82,1987-11-07
Moritz,HARTMANN,181,74,1986-06-20
Norman,THEUERKAUF,183,75,1987-01-24
Oliver,KRAGL,179,75,1990-05-12
Sebastian,KREIS,176,75,1986-09-11
Patrick,ZIEGLER,187,71,1990-02-09
Timo,HEINZE,,,1986-02-23
Leandro,GRECH,181,70,1980-10-24
Marco,PASICIEL,,,1989-07-26
Markus,SCHWABL,180,76,1990-08-26
Ömer,KANCA,,,1989-12-24
Connor,STEVENSON,,,1992-08-23
Steven,HOWARTH,175,77,1992-06-03
Stevan,RELJIĆ,177,75,1986-03-31
Edu,RAMOS,176,67,1992-02-17
Jonas,GOTTWALD,,,1989-04-30
Patrick,HERRMANN,180,72,1988-03-16
Alexander,DERCHO,186,75,1987-01-21
Oliver,STANG,193,88,1988-06-26
Thomas,BIRK,177,66,1988-07-05
Nico,KLOTZ,173,64,1986-09-20
Patrick,SONNTAG,183,72,1989-06-29
Florian,TAUSENDPFUND,190,90,1987-01-05
Nico,HILLENBRAND,180,64,1987-05-25
Julian,SCHAUERTE,175,64,1988-04-02
Mario,POKAR,183,78,1990-01-18
Philipp,HOSINER,179,79,1989-05-15
Patrick,WOLF,189,82,1989-02-12
Martin,SCHMIDT,182,83,1983-05-24
Benjamin,GORKA,195,90,1984-04-15
Christian,BRUCIA,177,67,1988-02-02
Marco,HOLZ,180,74,1990-01-31
Markus,GRÜBL,169,66,1989-08-31
Andreas,NIEDERQUELL,178,71,1988-11-18
Nils,TEIXEIRA,175,61,1990-07-10
Marius,LAUX,190,88,1986-02-07
Mohammed,LARTEY,175,74,1986-12-04
David,BLACHA,174,70,1990-10-22
Tim,GORSCHLÜTER,,,1983-08-24
Bahattin,KÖSE,187,78,1990-08-26
Cihan,ÖZKARA,186,77,1991-07-14
Luka,TANKULIC,184,76,1991-06-21
Marcel,REICHWEIN,189,83,1986-02-21
Benjamin,PINTOL,188,84,1990-05-19
Rico,MORACK,186,79,1988-02-18
Michael,STAHL,,,1987-09-15
Aljmir,MURATI,,,1985-09-18
Thomas,UNGER,188,82,1985-01-15
Danny,WILSON,187,79,1991-12-27
Kévin,GOMIS,188,82,1989-01-20
Sebastián,GONZÁLEZ,170,61,1992-03-04
Stanislav,MYKYTSEY,182,74,1989-09-07
Riccardo,PERPETUINI,177,70,1990-08-04
Kevin,KRATZ,173,72,1987-01-21
Tarik,ÇAMDAL,176,66,1991-03-24
Sandro,KAISER,173,67,1989-09-21
Emanuel,BIANCUCCHI,177,65,1988-07-28
Peniel,MLAPA,193,89,1991-02-20
Michael,BLUM,189,80,1988-12-25
René,LANGE,180,78,1988-11-22
Tom,BUSCHKE,183,77,1988-02-29
Tobias,JÄNICKE,178,73,1989-03-16
Malick,BOLIVARD,191,84,1987-06-17
Bernardo,ROGER,180,74,1985-08-10
Heiko,SCHWARZ,180,70,1989-08-23
Clemens,FANDRICH,177,65,1991-01-10
Sven,KRAUSE,183,80,1986-01-19
Jon,MAIN,,,1981-03-07
Jordan,CLARKE,183,71,1991-11-19
Miodrag,ZEC,,,1982-10-04
Marcos,BAMBAM,175,75,1991-03-19
Bruno,SOARES,194,85,1988-08-21
Edgar,PRIB,181,74,1989-12-15
Sebastian,GHASEMI-NOBAKHT,,,1985-10-11
Dani,SCHAHIN,187,82,1989-07-09
Yannick,KAKOKO,175,70,1990-01-26
Heinrich,SCHMIDTGAL,174,75,1985-11-20
Patrick,SCHÖNFELD,186,82,1989-06-21
Kai,SCHWERTFEGER,188,73,1988-09-08
Dennis,DAUBE,185,80,1989-07-11
Nils,PICHINOT,182,78,1989-08-29
Daniel,PAVLOVIC,183,76,1988-04-22
Alper,AKÇAM,176,70,1987-09-01
Andreas,LUTHE,194,90,1987-03-10
Vinícius,BISMARCK,170,63,1990-08-25
Spricigo,CRISTIAN,172,63,1990-08-07
Daniel,DIDAVI,180,78,1990-02-21
Sebastian,ZIELINSKY,183,77,1988-02-21
Shqipon,BEKTASI,177,70,1990-09-14
Leon,BALOGUN,190,81,1988-06-28
Manuel,SCHMIEDEBACH,174,68,1988-12-05
Kevin,LACRUZ,178,69,1992-02-13
Joe,BENNETT,177,74,1990-03-28
Chris,HUSSEY,180,65,1989-01-02
Tolgay,ARSLAN,180,77,1990-08-16
Loris,BENITO,182,75,1992-01-07
Artur,IONITA,184,73,1990-08-17
Serghei,ALEXEEV,192,87,1986-05-31
Paolo,CARBONE,,,1982-07-13
Enzo,RUIZ,182,78,1988-08-31
Vullnet,BASHA,174,65,1990-07-11
Gianluca,D&#39;ANGELO,183,73,1991-03-13
Yves,OEHRI,173,75,1987-03-15
Thomas,KNÖPFEL,181,,1983-11-09
Adrian,WINTER,178,75,1986-07-08
Ivan,MARTIĆ,183,70,1990-10-02
Nico,ABEGGLEN,174,68,1990-02-16
Rizvan,UTSIEV,172,65,1988-02-07
Kevin,FICKENTSCHER,181,77,1988-07-06
Giovanni,SIO,181,77,1989-03-31
Tito,TARCHINI,180,,1989-11-05
Nico,SIEGRIST,180,78,1991-06-09
Dejan,SORGIĆ,177,70,1989-09-15
Jamie,CHANDLER,170,70,1989-03-24
James,DUNNE,180,69,1989-09-18
Carlos,RODRÍGUEZ,185,84,1990-04-07
Astemir,SHERIEV,,,1990-02-23
Dominik,RITTER,180,80,1989-06-23
Pascal,SCHÜRPF,188,77,1989-07-15
Marco,ARATORE,175,67,1991-06-04
Khaled,GOURMI,170,62,1986-04-18
Christian,SCHNEUWLY,178,73,1988-02-07
Alexandre,PASCHE,174,70,1991-05-31
Youssouf,TRAORE,175,65,1991-01-29
David,FREY,178,81,1991-02-08
Jeroen,VANTHOURNOUT,183,76,1989-06-29
Stefan,NIKOLIĆ,193,86,1990-04-16
Carlos,DAVID,184,79,1986-06-14
Manu,MICÓ,179,71,1986-07-18
Álex,CORTELL,178,74,1990-11-08
Donovan,DEEKMAN,182,65,1988-06-23
Adil,IBRAGIMOV,187,,1989-04-23
Yang,WANG,191,83,1989-07-26
Cyprien,BAGUETTE,188,84,1989-12-05
Michaël,BLANC,193,85,1988-09-11
Emad,AL HOSNI,180,73,1984-07-18
Jo,CHRISTIAENS,185,,1988-04-17
Glenn,VAN ASTEN,,,1987-06-16
Lens,ANNAB,183,77,1988-07-20
Timothy,DURWAEL,173,66,1991-02-24
Moussa,KOITA,,,1982-11-19
Tom,MUYTERS,187,76,1984-12-05
Nils,SCHOUTERDEN,174,78,1988-12-14
Yorick,ANTHEUNIS,170,60,1991-06-26
Jorgo,WAEGHE,184,72,1989-03-30
Dan,ITO,,,1976-11-03
Victor,WANYAMA,188,76,1991-06-25
Rami,GERSHON,189,82,1988-08-12
Arnor,ANGELI,184,76,1991-02-25
Christophe,DIANDY,186,77,1990-11-26
Santos,REYNALDO,172,63,1989-08-24
Régis,GURTNER,183,81,1986-12-08
Kévin,SOMMER,188,82,1989-11-08
Jérémy,ABADIE,178,72,1988-10-17
Fares,BRAHMIA,173,66,1990-01-24
Dominique,AGOSTINI,177,76,1989-09-28
Hassan,LINGANI,184,72,1987-12-30
Johan,MARTIAL,184,76,1991-05-30
Jean-Jacques,ROCCHI,170,60,1989-06-01
Soni,MUSTIVAR,175,68,1990-02-12
Hervé,BAZILE,180,73,1990-03-18
Mustapha,ALLAOUI,189,86,1983-05-30
Nicolas,FLÉGEAU,182,73,1985-06-09
Claude,DIELNA,184,80,1987-12-14
Riad,NOURI,178,73,1985-06-07
Romain,CIARAVINO,180,74,1984-01-24
Walid,MESLOUB,176,70,1985-09-04
Driss,FETTOUHI,185,74,1989-09-30
Nicolas,DE PRÉVILLE,182,77,1991-01-08
Kassim,ABDALLAH,186,79,1987-04-09
Pierrick,VALDIVIA,186,75,1988-04-18
Yohann,LASIMANT,180,76,1989-09-04
Anthony,OUASFANE,192,81,1989-05-29
Gaëtan,CHARBONNIER,188,80,1988-12-27
Chaher,ZAROUR,188,83,1983-03-14
Samuel,SOUPRAYEN,187,70,1989-02-18
Patrick,N&#39;TOLLA,174,74,1987-07-30
Youcef,TOUATI,166,64,1989-03-29
Nicolas,BELVITO,189,80,1986-12-18
Meddy,LINA,186,83,1986-01-11
Fabien,JARSALÉ,190,74,1990-08-20
Damien,ROBIN,180,74,1989-06-05
Carlo,VECCHIONE,175,,1988-06-27
Amara,BABY,183,68,1989-02-23
Kévin,GOHIRI,178,73,1986-12-04
Romain,GRANGE,177,71,1988-07-21
Mickaël,CHARVET,179,77,1988-03-31
Rémi,CILIA,180,75,1989-09-11
Benjamin,ANDRÉ,177,68,1990-08-03
Haidar,AL SHAÏBANI,182,82,1984-03-31
Yohan,BOCOGNANO,185,84,1990-06-16
Otman,DJELLILAHINE,174,71,1987-02-12
Benjamin,MOUKANDJO,180,74,1988-11-12
Abdelmounaïm,EL HAJAOUI,170,63,1984-08-30
Andy,DELORT,182,82,1991-10-09
Clément,FABRE,190,89,1989-05-19
Gaëtan,BELAUD,178,75,1986-09-16
Omar,RAMOS,175,65,1988-01-26
Anthony,GONÇALVES,179,79,1986-03-06
Fabien,RADDAS,183,77,1980-03-07
Steve,HAGUY,177,78,1981-04-24
Jean-Charles,CIRILLI,184,70,1982-09-10
Romain,REYNAUD,184,81,1983-03-02
Matthieu,SANS,191,84,1988-06-16
Gaël,GERMANY,185,73,1983-05-10
Marvin,ESOR,183,79,1989-07-21
Rachid,ALIAOUI,174,64,1986-08-14
Junior,DALÉ,187,80,1985-07-12
Hamado,OUEDRAOGO,182,78,1983-03-17
Driss,HIMMES,,,1983-09-13
Pierre,ZIMMER,,,1990-01-12
Jérémy,PIED,173,69,1989-02-23
Jean-Yves,M'VOTO,193,93,1988-09-06
Lee,NOVAK,183,69,1988-09-28
Nahuel,ROSELLI,177,73,1985-08-14
Gonzalo,BAZÁN,163,70,1989-05-05
Adlan,KATSAEV,179,69,1988-02-20
Luis,RODRÍGUEZ,163,65,1985-01-01
Milton,CASCO,177,75,1988-04-11
